,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
11369,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,Communities in the upper quartile of vulnerability under CES received 82.4% of heat-related CCI-funded tract interventions.,RES,"CES, CCI","ORG, ORG","57, 92","60, 95",,,,
11370,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"Communities similarly vulnerable under HHAI, the heat specific index produced by the state, received only 65.3% of heat-related tract interventions.",RES,HHAI,ORG,39,43,,,,
11371,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"Of the interventions in HHAI-vulnerable tracts, the vast majority went to communities designated as vulnerable under both indices; only 8.7% of HHAI interventions went to communities that were vulnerable under HHAI but not CES.",RES,"HHAI, HHAI, HHAI","ORG, ORG, ORG","24, 144, 210","28, 148, 214",,,,
11372,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"Conversely, 27.7% of the 2,063 heat-related adaptations in CES-vulnerable communities went to tracts vulnerable under CES but not HHAI.",RES,"CES, HHAI","ORG, ORG","118, 130","121, 134",,,,
11374,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"Although the discrepancy between HHAI and CES persisted across all CCI-funded interventions, it is less pronounced.",RES,"HHAI, CES, CCI","ORG, ORG, ORG","33, 42, 67","37, 45, 70",,,,
11375,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"25.3% and 30.8% of tract interventions went to communities vulnerable under HHAI and CES, respectively.",RES,"HHAI, CES","ORG, ORG","76, 85","80, 88",,,,
11376,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,Tracts that are vulnerable under CES but not HHAI received 4.0 times the number of heat-related interventions as tracts vulnerable under HHAI but not CES.,RES,"CES, HHAI, HHAI","ORG, ORG, ORG","33, 45, 137","36, 49, 141",,,,
11378,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/1_p.xml,To date California has directed most of the heat-related CCI-funded investments to its most vulnerable communities ( Fig 4A ).,RES,CCI,ORG,57,60,,,,
11379,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/1_p.xml,"This analysis considers 56,125 CCI-funded tract interventions.",RES,CCI,ORG,31,34,,,,
11387,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/4_p.xml,AB 1550 was created to redistribute adaptations to low income communities that do not qualify as “disadvantaged” under CES.,RES,CES,ORG,119,122,,,,
11388,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/4_p.xml,"After AB 1550, census tracts considered vulnerable under CES received a 4.9 percentage point decrease in heat-related CCI-funded tract interventions ( Fig 5A ) and a 5.1 percentage point increase in all CCI-funded tract interventions ( Fig 5B ).",RES,"CES, CCI, CCI","ORG, ORG, ORG","57, 118, 203","60, 121, 206",,,,
11397,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/8_p.xml,"No tracts in these regions are considered vulnerable by all three, and of the tracts that are designated as vulnerable, SVI is the prevailing index for the designation ( S3 Fig ).",RES,SVI,ORG,120,123,,,,
11399,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/1_p.xml,"CES, HHAI, and SVI have distinct patterns of vulnerability across California’s census tracts ( Fig 1 ).",RES,"CES, HHAI, SVI","ORG, ORG, ORG","0, 5, 15","3, 9, 18",,,,
11400,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/1_p.xml,"CES, HHAI, and SVI are calculated based on different underlying indicators, grouped by the concept they represent in  Table 1 .",RES,"CES, HHAI, SVI","ORG, ORG, ORG","0, 5, 15","3, 9, 18",,,,
11401,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/1_p.xml,"There is agreement across the three indices that Poverty, Educational Attainment, and Linguistic Isolation are significant concepts for determining vulnerability, but the indices differ in how they measure those concepts.",RES,"Educational Attainment, Linguistic Isolation","ORG, ORG","58, 86","80, 106",,,,
11402,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/1_p.xml,"For example, all three indices include at least one poverty-related indicator, but HHAI and SVI consider the percentage of the population below the poverty level while CES considers the percentage of the population below two times the poverty level.",RES,"HHAI, SVI","ORG, ORG","83, 92","87, 95",,,,
11404,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/5_p.xml,Vulnerability in communities with low population densities is ranked the highest by SVI and the lowest by HHAI ( S2 Fig ).,RES,"SVI, HHAI","ORG, ORG","84, 106","87, 110",,,,
11406,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/5_p.xml,"Among tracts in the top decile of population density, median vulnerability index percentile values are 75.0 (CES), 86.8 (HHAI) and 78.0 (SVI), while tracts in the bottom decile of population density have median vulnerability index percentile values of 35.7 (CES), 19.5 (HHAI), and 44.0 (SVI).",RES,"HHAI, SVI, HHAI, SVI","ORG, ORG, ORG, ORG","121, 137, 270, 287","125, 140, 274, 290",,,,
11407,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/5_p.xml,"HHAI includes three indicators that are important to characterizing urban-specific heat vulnerabilities but are less relevant for rural communities: impervious surface coverage, tree canopy coverage, and the change in urbanized land ( Table 1 ).",RES,HHAI,ORG,0,4,,,,
11408,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/5_p.xml,"SVI excludes environmental, pollution, and health related indicators, which may make it better able to characterize the drivers of vulnerability in low population density tracts ( Table 1  and  S2 Fig ).",RES,SVI,ORG,0,3,,,,
11415,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/6_p.xml,"As California uses CES in designation of “disadvantaged” communities, 348 tracts that are vulnerable by both SVI and HHAI are not counted as state-designated “disadvantaged” communities.",RES,"SVI, HHAI","ORG, ORG","109, 117","112, 121",,,,
11419,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,CES is an average of two overall components: pollution burden and population characteristics.,RES,CES,ORG,0,3,,,,
11420,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,"Pollution burden is captured by the concepts Air Pollution and Land Based Pollution ( Table 1 ), which reflect twelve unique indicators for CES, such as presence of solid waste sites and facilities and pesticide use.",RES,"Air Pollution and Land Based Pollution ( Table, CES","ORG, ORG","45, 140","91, 143",,,,
11421,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,An emphasis on pollution burden explains some of the dissimilarity between CES and the other indices.,RES,CES,ORG,75,78,,,,
11422,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,"The median vulnerability index percentile values for tracts that have a pollution burden in the upper quartile are 84.3 for CES, 67.6 for HHAI, and 68.4 for SVI.",RES,"CES, HHAI, SVI","ORG, ORG, ORG","124, 138, 157","127, 142, 160",,,,
11423,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,Hence SVI and HHAI prioritize pollution less in classification of most vulnerable communities.,RES,HHAI,ORG,14,18,,,,
11424,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,Five out of sixteen of HHAI’s indicators pertain to the category Environmental Conditions and only two are pollution specific.,RES,"HHAI, Environmental Conditions","ORG, ORG","23, 65","27, 89",,,,
11425,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/1_selection_of_the_most_vulnerab/4_p.xml,SVI has no indicators in the Environmental Conditions or Health categories.,RES,"SVI, the Environmental Conditions","ORG, ORG","0, 25","3, 53",,,,
11431,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/2_body/2_3._results/1_3.1._census_tract_and_city-lev/3_p.xml,"Asian, Hispanic, and Black prevalent tracts are exposed to significantly higher SUHI intensities than White prevalent tracts, which are on average more than 1.36 K–1.69 K cooler than their counterparts are from year to year.",RES,K–1.69 K,ORG,162,170,,,,
11437,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/2_body/2_3._results/1_3.1._census_tract_and_city-lev/2_p.xml,SUHI intensity in Asian prevalent tracts (2.73 K) was also higher than White prevalent tracts but is not statistically significant based on the Kolmogorov–Smirnov test.,RES,Kolmogorov,ORG,144,154,,,,
11451,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/2_body/2_3._results/2_3.2._city-level_comparisons/2_p.xml,"Averages are significantly higher for Black (K-S  ρ  = 0.0001) and Hispanic (K-S  ρ  = 0.0001) groupings compared to White; the Asian percentage was not statistically different from the White (K-S  ρ  = 0.43), likely due to the lower number of observed cities with Asian prevalent tracts.",RES,"Black (K-S  , K-S","ORG, ORG","38, 77","50, 80",,,,
11460,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/2_body/2_3._results/3_3.3._ecological_regression_mod/1_p.xml,"The temporally structured effect, γ t , modeled as a random walk order one, exhibited a statistically significant increase in SUHI intensity through a time of approximately 0.01 K per year on average ( Figure 6 ).",RES,SUHI,ORG,126,130,,,,
11463,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/2_body/2_3._results/3_3.3._ecological_regression_mod/2_p.xml,"The second model presents a statistically significant association between  D  and mean yearly summertime SUHI intensity with a mean posterior β of 0.42. γ t , the temporally structured effect, displayed a similar pattern to the census tract-level analysis with a statistically significant approximated increase of 0.01 K per year on average ( Figure 7 ).",RES,0.01 K,ORG,314,320,,,,
11479,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/3_attention_to_justice_across_mi/3_p.xml,"For example, the City of Madison’s (2018) GreenPower Program hires under- and unemployed individuals and provides them with training for solar installation jobs.",RES,GreenPower Program,ORG,42,60,,,,
11494,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/3_attention_to_justice_across_mi/1_p.xml,b  Main themes and policies discussed with respect to justice within each mitigation sector.,RES,Main,ORG,3,7,,,,
11534,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/1_engagement_with_justice_in_urb/3_p.xml,Justice has become a more common feature of climate action plans in recent years.,RES,Justice,ORG,0,7,,,,
11547,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/1_engagement_with_justice_in_urb/1_p.xml,We coded climate plans across six main themes: (1) distributive justice; (2) procedural justice; (3) justice as recognition; (4) justice in climate mitigation sectors; (5) key definitions; and (6) key sections where justice is articulated (Supplementary Table  2 ).,RES,Supplementary Table,ORG,240,259,,,,
11548,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/1_engagement_with_justice_in_urb/2_p.xml,We found a range of engagement with justice in urban climate action plans (Table  1 ).,RES,Table,ORG,75,80,,,,
11553,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/1_engagement_with_justice_in_urb/2_p.xml,These cities do not describe justice or equity as an objective of their plan and lack policy measures explicitly aimed at addressing justice concerns (Supplementary Table  3 ).,RES,Supplementary Table,ORG,151,170,,,,
11554,/Users/pm286/projects/semanticClimate/climate_justice/PMC9524340/sections/2_body/1_results_and_discussion/1_engagement_with_justice_in_urb/2_p.xml,"Table 1 Cities categorised by their level of engagement with justice in their climate action plan Cities that do not articulate justice as a core feature of climate action Cities articulating justice as an aspiration Cities explicitly planning for justice Austin, TX Charlotte, NC Anchorage, AK Boise City, ID Chula Vista, CA Atlanta, GA Chesapeake, VA Columbus, OH Baltimore, MD Chicago, IL Denver, CO Boston, MA Durham, NC Detroit, MI Cincinnati, OH Fremont, CA Indianapolis, IN Cleveland, OH Greensboro, NC Madison, WI Dallas, TX Kansas City, MO Milwaukee, WI Houston, TX Louisville, KY Newark, NJ Los Angeles, CA Miami, FL New Orleans, LA Memphis, TN Pittsburgh, PA Norfolk, VA Minneapolis, MN Raleigh, NC Oklahoma City, OK New York, NY Richmond, VA Orlando, FL Oakland, CA Riverside, CA Plano, TX Philadelphia, PA San Jose, CA Reno, NV Portland, OR Santa Ana, CA Sacramento, CA San Antonio, TX Stockton, CA San Francisco, CA San Diego, CA Winston-Salem, NC St. Louis, MO Seattle, WA St. Paul, MN St. Peterburg, FL Tampa, FL Washington, DC",RES,"Cities, Cities, CO Boston, MA Durham, TX, LA Memphis, TN Pittsburgh, TX Philadelphia, TX Stockton, MN St. Peterburg","ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG","172, 217, 400, 411, 530, 640, 652, 799, 896, 998","178, 223, 409, 420, 532, 650, 665, 814, 907, 1014",,,,
